Time,Part of the Day,Date,Day of the week,CarCount,BikeCount,BusCount,TruckCount,Total,Traffic Situation,City
03:31:00,Night,20250115,Monday,2,27,7,18,54,Clear,Kolkata
18:04:00,Evening,20250122,Thursday,2,19,7,26,54,Jam,Hyderabad
23:22:00,Night,20250127,Tuesday,83,36,2,26,147,Clear,Chennai
07:35:00,Morning,20250104,Sunday,79,17,8,28,132,Heavy,Delhi
03:04:00,Night,20250111,Friday,9,33,16,16,74,Clear,Mumbai
02:55:00,Night,20250109,Saturday,81,38,7,14,140,Clear,Bangalore
11:17:00,Morning,20250114,Tuesday,21,38,1,25,85,Clear,Kolkata
22:30:00,Night,20250101,Friday,57,22,5,8,92,Jam,Hyderabad
09:25:00,Morning,20250120,Tuesday,11,50,1,2,64,Moderate,Chennai
13:37:00,Afternoon,20250118,Wednesday,71,11,9,21,112,Heavy,Delhi
16:26:00,Afternoon,20250121,Saturday,13,33,7,27,80,Jam,Mumbai
07:28:00,Morning,20250125,Monday,76,25,2,23,126,Heavy,Bangalore
05:10:00,Morning,20250123,Sunday,57,44,0,19,120,Moderate,Kolkata
19:28:00,Evening,20250101,Tuesday,100,27,4,3,134,Moderate,Hyderabad
02:17:00,Night,20250131,Thursday,89,22,12,6,129,Heavy,Chennai
14:59:00,Afternoon,20250113,Monday,74,25,9,14,122,Clear,Delhi
07:22:00,Morning,20250117,Monday,35,38,2,12,87,Heavy,Mumbai
00:50:00,Night,20250116,Friday,74,-2,13,21,106,Heavy,Bangalore
21:31:00,Night,20250107,Tuesday,40,23,12,20,95,Moderate,Kolkata
21:17:00,Night,20250128,Saturday,35,22,16,11,84,Jam,Hyderabad
22:43:00,Night,20250118,Thursday,93,-8,15,4,104,Heavy,Chennai
14:11:00,Afternoon,20250125,Monday,51,50,6,22,129,Clear,Delhi
19:24:00,Evening,20250116,Saturday,88,37,12,2,139,Moderate,Mumbai
00:25:00,Night,20250120,Friday,1,29,11,26,67,Moderate,Bangalore
13:19:00,Afternoon,20250120,Saturday,1,36,12,5,54,Jam,Kolkata
21:29:00,Night,20250122,Friday,82,50,3,22,157,Heavy,Hyderabad
16:05:00,Afternoon,20250129,Friday,77,-2,6,5,86,Moderate,Chennai
21:27:00,Night,20250108,Tuesday,66,2,9,21,98,Jam,Delhi
01:11:00,Night,20250110,Tuesday,6,34,19,3,62,Clear,Mumbai
04:17:00,Night,20250125,Sunday,,-6,12,15,21,Heavy,Bangalore
16:00:00,Afternoon,20250125,Saturday,43,2,6,6,57,Jam,Kolkata
19:39:00,Evening,20250126,Friday,97,32,14,29,172,Clear,Hyderabad
17:15:00,Evening,20250118,Sunday,28,37,7,30,102,Moderate,Chennai
09:22:00,Morning,20250128,Friday,51,49,6,10,116,Heavy,Delhi
09:42:00,Morning,20250119,Thursday,58,6,13,25,102,Moderate,Mumbai
00:23:00,Night,20250108,Friday,55,15,15,21,106,Clear,Bangalore
00:12:00,Night,20250101,Monday,100,27,17,26,170,Heavy,Kolkata
04:23:00,Night,20250120,Sunday,37,13,14,28,92,Jam,Hyderabad
19:20:00,Evening,20250123,Wednesday,53,35,15,15,118,Jam,Chennai
14:54:00,Afternoon,20250118,Friday,91,42,16,21,170,Heavy,Delhi
22:45:00,Night,20250110,Friday,50,18,16,13,97,Jam,Mumbai
04:17:00,Night,20250131,Wednesday,31,6,17,27,81,Jam,Bangalore
02:12:00,Night,20250114,Sunday,99,22,0,22,143,Jam,Kolkata
04:43:00,Night,20250104,Saturday,15,16,3,18,52,Moderate,Hyderabad
13:15:00,Afternoon,20250106,Thursday,85,0,8,3,96,Jam,Chennai
10:34:00,Morning,20250107,Sunday,70,17,2,26,115,Moderate,Delhi
23:13:00,Night,20250121,Wednesday,24,49,1,29,103,Jam,Mumbai
05:45:00,Morning,20250126,Friday,27,15,10,2,54,Jam,Bangalore
09:01:00,Morning,20250131,Monday,39,23,8,6,76,Clear,Kolkata
15:05:00,Afternoon,20250120,Thursday,31,3,8,30,72,Jam,Hyderabad
20:17:00,Evening,20250104,Thursday,97,15,3,23,138,Moderate,Chennai
12:00:00,Afternoon,20250107,Wednesday,95,43,20,2,160,Heavy,Delhi
03:13:00,Night,20250127,Monday,72,8,12,12,104,Moderate,Mumbai
19:57:00,Evening,20250126,Tuesday,73,29,16,8,126,Heavy,Bangalore
12:23:00,Afternoon,20250108,Saturday,49,21,3,24,97,Jam,Kolkata
00:14:00,Night,20250119,Monday,78,46,16,25,165,Moderate,Hyderabad
17:32:00,Evening,20250112,Thursday,77,1,3,1,82,Clear,Chennai
14:13:00,Afternoon,20250125,Saturday,53,16,3,7,79,Clear,Delhi
13:14:00,Afternoon,20250129,Thursday,76,4,12,3,95,Jam,Mumbai
20:15:00,Evening,20250122,Sunday,91,38,16,28,173,Moderate,Bangalore
19:23:00,Evening,20250131,Friday,62,4,6,14,86,Moderate,Kolkata
08:10:00,Morning,20250131,Tuesday,32,3,10,23,68,Jam,Hyderabad
23:57:00,Night,20250105,Thursday,55,27,15,6,103,Heavy,Chennai
00:42:00,Night,20250119,Wednesday,23,32,13,26,94,Moderate,Delhi
16:34:00,Afternoon,20250126,Sunday,71,21,15,1,108,Jam,Mumbai
11:04:00,Morning,20250130,Monday,85,1,19,23,128,Jam,Bangalore
19:05:00,Evening,20250104,Sunday,,47,0,6,53,Moderate,Kolkata
15:05:00,Afternoon,20250128,Tuesday,5,40,15,19,79,Heavy,Hyderabad
12:52:00,Afternoon,20250101,Tuesday,68,39,17,24,148,Moderate,Chennai
12:00:00,Afternoon,20250117,Monday,35,48,9,12,104,Jam,Delhi
11:47:00,Morning,20250112,Thursday,89,43,16,30,178,Heavy,Mumbai
15:22:00,Afternoon,20250101,Saturday,19,22,14,8,63,Moderate,Bangalore
14:22:00,Afternoon,20250102,Saturday,5,26,13,14,58,Jam,Kolkata
22:33:00,Night,20250121,Thursday,8,39,19,14,80,Jam,Hyderabad
11:08:00,Morning,20250105,Tuesday,47,23,6,17,93,Moderate,Chennai
02:55:00,Night,20250107,Sunday,,39,18,19,76,Jam,Delhi
15:54:00,Afternoon,20250129,Friday,,12,13,18,43,Moderate,Mumbai
23:32:00,Night,20250131,Wednesday,18,-8,4,18,32,Jam,Bangalore
05:55:00,Morning,20250107,Thursday,56,3,9,2,70,Moderate,Kolkata
10:31:00,Morning,20250101,Sunday,78,29,12,17,136,Moderate,Hyderabad
06:54:00,Morning,20250103,Thursday,14,41,12,18,85,Moderate,Chennai
22:54:00,Night,20250120,Sunday,76,22,20,17,135,Jam,Delhi
03:05:00,Night,20250102,Monday,48,13,8,1,70,Jam,Mumbai
09:25:00,Morning,20250114,Thursday,51,32,15,15,113,Heavy,Bangalore
04:09:00,Night,20250104,Monday,22,28,3,1,54,Jam,Kolkata
06:04:00,Morning,20250104,Monday,9,27,20,10,66,Moderate,Hyderabad
04:09:00,Night,20250114,Sunday,5,15,2,17,39,Heavy,Chennai
18:41:00,Evening,20250107,Friday,34,17,20,1,72,Heavy,Delhi
23:37:00,Night,20250101,Tuesday,,49,10,27,86,Moderate,Mumbai
12:50:00,Afternoon,20250122,Sunday,44,31,10,11,96,Moderate,Bangalore
13:27:00,Afternoon,20250116,Sunday,30,14,15,19,78,Clear,Kolkata
20:59:00,Evening,20250123,Saturday,60,-4,13,8,77,Moderate,Hyderabad
01:21:00,Night,20250101,Saturday,56,48,8,4,116,Moderate,Chennai
13:06:00,Afternoon,20250121,Tuesday,28,10,1,30,69,Moderate,Delhi
20:54:00,Evening,20250113,Wednesday,6,31,14,25,76,Clear,Mumbai
13:49:00,Afternoon,20250106,Saturday,83,26,4,18,131,Jam,Bangalore
01:09:00,Night,20250105,Sunday,41,36,3,12,92,Jam,Kolkata
02:59:00,Night,20250116,Tuesday,51,28,10,26,115,Jam,Hyderabad
23:00:00,Night,20250101,Sunday,16,43,15,0,74,Clear,Chennai
20:36:00,Evening,20250117,Monday,100,33,14,0,147,Jam,Delhi
15:50:00,Afternoon,20250126,Sunday,56,31,7,3,97,Clear,Mumbai
01:48:00,Night,20250103,Wednesday,23,9,0,25,57,Clear,Bangalore
18:23:00,Evening,20250107,Monday,9,5,18,24,56,Clear,Kolkata
21:44:00,Night,20250114,Saturday,61,44,19,19,143,Heavy,Hyderabad
15:57:00,Afternoon,20250123,Friday,54,27,10,27,118,Heavy,Chennai
04:21:00,Night,20250122,Sunday,87,36,4,7,134,Heavy,Delhi
19:23:00,Evening,20250125,Sunday,28,35,19,2,84,Heavy,Mumbai
02:48:00,Night,20250103,Wednesday,8,41,1,2,52,Moderate,Bangalore
23:35:00,Night,20250102,Friday,43,32,8,21,104,Moderate,Kolkata
03:41:00,Night,20250122,Wednesday,96,43,13,12,164,Moderate,Hyderabad
16:56:00,Afternoon,20250114,Thursday,92,19,14,10,135,Clear,Chennai
14:34:00,Afternoon,20250111,Friday,3,47,2,23,75,Clear,Delhi
03:20:00,Night,20250128,Tuesday,50,2,6,8,66,Heavy,Mumbai
21:06:00,Night,20250123,Thursday,50,7,14,25,96,Clear,Bangalore
16:22:00,Afternoon,20250126,Monday,17,36,6,3,62,Moderate,Kolkata
06:54:00,Morning,20250104,Wednesday,3,10,2,25,40,Moderate,Hyderabad
09:00:00,Morning,20250111,Thursday,35,21,17,24,97,Jam,Chennai
16:18:00,Afternoon,20250118,Sunday,14,3,8,24,49,Clear,Delhi
02:07:00,Night,20250115,Saturday,46,48,10,23,127,Moderate,Mumbai
08:19:00,Morning,20250126,Sunday,65,14,8,25,112,Clear,Bangalore
09:25:00,Morning,20250128,Sunday,45,48,12,14,119,Jam,Kolkata
09:41:00,Morning,20250123,Wednesday,27,43,3,12,85,Heavy,Hyderabad
10:35:00,Morning,20250105,Tuesday,55,19,16,25,115,Moderate,Chennai
12:48:00,Afternoon,20250122,Saturday,22,24,19,19,84,Moderate,Delhi
15:51:00,Afternoon,20250101,Wednesday,65,36,4,3,108,Heavy,Mumbai
16:27:00,Afternoon,20250120,Saturday,45,39,17,9,110,Jam,Bangalore
13:00:00,Afternoon,20250101,Tuesday,79,2,10,20,111,Moderate,Kolkata
07:38:00,Morning,20250102,Sunday,,6,19,10,35,Clear,Hyderabad
09:29:00,Morning,20250109,Monday,12,18,8,9,47,Moderate,Chennai
14:01:00,Afternoon,20250113,Thursday,,13,8,12,33,Clear,Delhi
06:46:00,Morning,20250106,Monday,96,44,3,29,172,Clear,Mumbai
01:54:00,Night,20250117,Sunday,23,-1,15,10,47,Clear,Bangalore
09:48:00,Morning,20250103,Thursday,80,43,12,1,136,Moderate,Kolkata
19:53:00,Evening,20250117,Tuesday,21,1,5,6,33,Heavy,Hyderabad
09:27:00,Morning,20250131,Sunday,16,28,7,15,66,Moderate,Chennai
12:28:00,Afternoon,20250131,Monday,87,38,7,14,146,Heavy,Delhi
10:15:00,Morning,20250126,Saturday,93,26,18,19,156,Jam,Mumbai
23:53:00,Night,20250112,Sunday,1,14,19,4,38,Heavy,Bangalore
23:03:00,Night,20250116,Monday,10,11,19,13,53,Moderate,Kolkata
22:55:00,Night,20250130,Monday,94,41,6,6,147,Heavy,Hyderabad
13:54:00,Afternoon,20250107,Thursday,12,0,2,10,24,Jam,Chennai
11:50:00,Morning,20250105,Thursday,5,49,13,16,83,Heavy,Delhi
10:00:00,Morning,20250113,Wednesday,12,4,20,14,50,Jam,Mumbai
13:12:00,Afternoon,20250114,Thursday,15,7,18,22,62,Heavy,Bangalore
14:55:00,Afternoon,20250131,Thursday,4,33,8,24,69,Clear,Kolkata
13:42:00,Afternoon,20250130,Monday,83,-8,20,20,115,Clear,Hyderabad
13:07:00,Afternoon,20250111,Thursday,75,26,18,27,146,Clear,Chennai
22:04:00,Night,20250105,Saturday,80,17,10,20,127,Moderate,Delhi
09:13:00,Morning,20250109,Thursday,83,33,12,29,157,Jam,Mumbai
09:27:00,Morning,20250114,Friday,22,-3,5,16,40,Clear,Bangalore
13:09:00,Afternoon,20250102,Saturday,58,30,0,21,109,Heavy,Kolkata
12:01:00,Afternoon,20250123,Wednesday,47,15,19,0,81,Heavy,Hyderabad
07:27:00,Morning,20250130,Sunday,69,45,18,6,138,Heavy,Chennai
20:21:00,Evening,20250101,Monday,55,49,11,21,136,Moderate,Delhi
21:03:00,Night,20250114,Tuesday,65,21,13,18,117,Moderate,Mumbai
16:58:00,Afternoon,20250124,Sunday,,47,1,25,73,Clear,Bangalore
14:56:00,Afternoon,20250106,Wednesday,37,27,19,12,95,Moderate,Kolkata
06:40:00,Morning,20250118,Sunday,31,25,7,20,83,Heavy,Hyderabad
20:01:00,Evening,20250130,Sunday,88,33,7,30,158,Jam,Chennai
20:24:00,Evening,20250104,Wednesday,18,36,13,5,72,Jam,Delhi
07:16:00,Morning,20250120,Friday,58,45,3,2,108,Moderate,Mumbai
20:31:00,Evening,20250116,Wednesday,16,2,15,22,55,Jam,Bangalore
16:56:00,Afternoon,20250116,Monday,100,-3,20,10,127,Clear,Kolkata
11:36:00,Morning,20250114,Monday,56,21,15,29,121,Moderate,Hyderabad
03:17:00,Night,20250110,Tuesday,7,37,12,21,77,Moderate,Chennai
03:45:00,Night,20250105,Thursday,90,6,20,14,130,Heavy,Delhi
11:54:00,Morning,20250131,Wednesday,5,8,19,9,41,Clear,Mumbai
06:03:00,Morning,20250127,Wednesday,88,-6,19,9,110,Jam,Bangalore
14:25:00,Afternoon,20250120,Saturday,85,5,8,30,128,Clear,Kolkata
00:59:00,Night,20250130,Friday,81,5,19,19,124,Moderate,Hyderabad
15:31:00,Afternoon,20250109,Saturday,74,3,19,5,101,Heavy,Chennai
05:41:00,Morning,20250101,Tuesday,61,35,17,2,115,Moderate,Delhi
09:35:00,Morning,20250122,Sunday,61,36,9,22,128,Heavy,Mumbai
13:44:00,Afternoon,20250103,Wednesday,46,1,15,4,66,Moderate,Bangalore
05:12:00,Morning,20250118,Thursday,86,29,1,13,129,Moderate,Kolkata
23:13:00,Night,20250110,Monday,94,15,4,13,126,Jam,Hyderabad
05:16:00,Morning,20250107,Thursday,6,40,20,30,96,Clear,Chennai
07:09:00,Morning,20250104,Monday,84,2,20,24,130,Moderate,Delhi
15:06:00,Afternoon,20250110,Sunday,89,14,8,12,123,Jam,Mumbai
15:14:00,Afternoon,20250104,Friday,41,18,19,27,105,Moderate,Bangalore
20:15:00,Evening,20250114,Monday,29,21,0,30,80,Jam,Kolkata
02:15:00,Night,20250106,Saturday,84,41,3,14,142,Jam,Hyderabad
09:39:00,Morning,20250104,Friday,72,32,10,20,134,Clear,Chennai
19:02:00,Evening,20250123,Friday,,12,0,15,27,Moderate,Delhi
10:40:00,Morning,20250104,Wednesday,96,19,4,16,135,Jam,Mumbai
09:58:00,Morning,20250124,Friday,8,26,9,3,46,Heavy,Bangalore
20:10:00,Evening,20250131,Wednesday,21,22,5,24,72,Heavy,Kolkata
11:53:00,Morning,20250107,Monday,58,45,2,29,134,Clear,Hyderabad
14:52:00,Afternoon,20250106,Monday,39,26,3,11,79,Jam,Chennai
09:10:00,Morning,20250109,Friday,21,16,18,28,83,Moderate,Delhi
16:19:00,Afternoon,20250117,Saturday,70,5,0,14,89,Jam,Mumbai
22:48:00,Night,20250131,Saturday,31,14,4,12,61,Clear,Bangalore
00:30:00,Night,20250107,Thursday,49,0,2,11,62,Heavy,Kolkata
16:46:00,Afternoon,20250118,Friday,71,39,8,7,125,Jam,Hyderabad
04:39:00,Night,20250109,Thursday,91,0,4,25,120,Moderate,Chennai
09:13:00,Morning,20250110,Monday,73,22,20,5,120,Jam,Delhi
06:08:00,Morning,20250127,Saturday,53,34,16,27,130,Heavy,Mumbai
03:54:00,Night,20250111,Friday,80,9,9,25,123,Heavy,Bangalore
14:31:00,Afternoon,20250131,Sunday,58,24,12,9,103,Heavy,Kolkata
00:30:00,Night,20250125,Monday,91,19,10,30,150,Clear,Hyderabad
07:15:00,Morning,20250130,Tuesday,84,31,14,27,156,Clear,Chennai
08:47:00,Morning,20250114,Thursday,44,27,10,0,81,Clear,Delhi
13:33:00,Afternoon,20250106,Tuesday,89,7,1,29,126,Heavy,Mumbai
16:34:00,Afternoon,20250131,Tuesday,,43,12,5,60,Clear,Bangalore
19:41:00,Evening,20250106,Thursday,79,18,13,2,112,Clear,Kolkata
04:14:00,Night,20250122,Friday,49,35,15,8,107,Clear,Hyderabad
08:08:00,Morning,20250125,Sunday,56,10,1,26,93,Clear,Chennai
19:55:00,Evening,20250120,Saturday,48,3,14,22,87,Clear,Delhi
20:54:00,Evening,20250113,Monday,25,5,1,7,38,Heavy,Mumbai
08:15:00,Morning,20250118,Wednesday,1,23,10,15,49,Moderate,Bangalore
17:37:00,Evening,20250127,Saturday,81,22,11,15,129,Jam,Kolkata
14:42:00,Afternoon,20250130,Wednesday,31,21,9,24,85,Heavy,Hyderabad
00:36:00,Night,20250117,Saturday,90,22,4,12,128,Clear,Chennai
01:06:00,Night,20250105,Thursday,44,29,1,1,75,Heavy,Delhi
04:56:00,Night,20250122,Sunday,38,28,16,7,89,Moderate,Mumbai
18:25:00,Evening,20250101,Monday,18,34,8,2,62,Clear,Bangalore
01:01:00,Night,20250113,Sunday,75,35,6,28,144,Clear,Kolkata
03:21:00,Night,20250105,Wednesday,20,3,15,20,58,Heavy,Hyderabad
00:41:00,Night,20250110,Thursday,,3,19,30,52,Jam,Chennai
03:48:00,Night,20250102,Wednesday,44,13,7,0,64,Moderate,Delhi
14:36:00,Afternoon,20250113,Thursday,31,23,8,15,77,Moderate,Mumbai
06:59:00,Morning,20250121,Saturday,12,38,13,10,73,Heavy,Bangalore
15:49:00,Afternoon,20250106,Thursday,39,18,8,14,79,Clear,Kolkata
00:38:00,Night,20250106,Monday,74,29,1,2,106,Clear,Hyderabad
08:05:00,Morning,20250109,Saturday,32,37,18,28,115,Jam,Chennai
00:27:00,Night,20250125,Monday,14,3,14,17,48,Jam,Delhi
05:41:00,Morning,20250107,Wednesday,92,6,10,21,129,Jam,Mumbai
12:33:00,Afternoon,20250113,Tuesday,83,35,20,17,155,Heavy,Bangalore
13:25:00,Afternoon,20250117,Sunday,73,45,4,28,150,Clear,Kolkata
10:38:00,Morning,20250124,Friday,90,47,20,21,178,Jam,Hyderabad
09:58:00,Morning,20250116,Sunday,65,16,3,21,105,Jam,Chennai
00:31:00,Night,20250114,Wednesday,54,34,9,19,116,Clear,Delhi
10:28:00,Morning,20250129,Friday,74,29,18,13,134,Clear,Mumbai
20:23:00,Evening,20250114,Sunday,6,22,9,2,39,Jam,Bangalore
02:18:00,Night,20250101,Friday,89,27,18,5,139,Moderate,Kolkata
17:44:00,Evening,20250127,Thursday,95,20,7,9,131,Jam,Hyderabad
07:01:00,Morning,20250102,Friday,62,33,2,20,117,Moderate,Chennai
15:10:00,Afternoon,20250131,Tuesday,67,48,2,1,118,Heavy,Delhi
16:04:00,Afternoon,20250125,Friday,86,47,8,13,154,Clear,Mumbai
19:31:00,Evening,20250106,Saturday,58,16,0,24,98,Heavy,Bangalore
01:17:00,Night,20250116,Wednesday,64,1,15,16,96,Moderate,Kolkata
04:53:00,Night,20250117,Wednesday,15,6,8,19,48,Clear,Hyderabad
15:21:00,Afternoon,20250118,Sunday,,47,1,21,69,Jam,Chennai
22:38:00,Night,20250115,Tuesday,61,28,20,25,134,Jam,Delhi
06:59:00,Morning,20250102,Friday,76,49,13,29,167,Jam,Mumbai
12:38:00,Afternoon,20250131,Sunday,78,20,7,11,116,Heavy,Bangalore
06:20:00,Morning,20250129,Friday,93,37,4,23,157,Moderate,Kolkata
19:50:00,Evening,20250101,Saturday,42,35,7,4,88,Heavy,Hyderabad
21:20:00,Night,20250121,Monday,61,16,19,29,125,Jam,Chennai
05:46:00,Morning,20250123,Sunday,37,38,15,20,110,Heavy,Delhi
02:15:00,Night,20250101,Sunday,56,25,11,19,111,Moderate,Mumbai
06:27:00,Morning,20250129,Saturday,63,1,7,6,77,Jam,Bangalore
16:39:00,Afternoon,20250116,Thursday,5,24,9,5,43,Moderate,Kolkata
01:14:00,Night,20250106,Thursday,91,44,20,13,168,Jam,Hyderabad
04:07:00,Night,20250126,Thursday,52,9,2,0,63,Jam,Chennai
20:19:00,Evening,20250118,Friday,,11,3,30,44,Jam,Delhi
01:02:00,Night,20250105,Tuesday,8,46,0,28,82,Moderate,Mumbai
10:20:00,Morning,20250103,Sunday,48,26,0,29,103,Heavy,Bangalore
14:53:00,Afternoon,20250127,Tuesday,1,34,13,4,52,Jam,Kolkata
17:12:00,Evening,20250123,Wednesday,95,47,15,27,184,Clear,Hyderabad
11:07:00,Morning,20250117,Monday,65,17,1,9,92,Jam,Chennai
13:38:00,Afternoon,20250101,Thursday,32,1,19,5,57,Jam,Delhi
14:57:00,Afternoon,20250111,Tuesday,60,12,11,17,100,Clear,Mumbai
06:38:00,Morning,20250104,Sunday,36,41,10,23,110,Jam,Bangalore
19:16:00,Evening,20250122,Friday,56,-1,8,0,63,Heavy,Kolkata
16:53:00,Afternoon,20250106,Saturday,38,28,18,3,87,Heavy,Hyderabad
07:28:00,Morning,20250128,Sunday,2,16,17,15,50,Jam,Chennai
20:18:00,Evening,20250107,Thursday,90,34,0,13,137,Jam,Delhi
15:58:00,Afternoon,20250106,Friday,17,44,13,9,83,Heavy,Mumbai
01:32:00,Night,20250127,Friday,,12,15,2,29,Heavy,Bangalore
22:25:00,Night,20250106,Monday,35,21,7,18,81,Clear,Kolkata
16:18:00,Afternoon,20250112,Friday,12,31,13,12,68,Moderate,Hyderabad
18:39:00,Evening,20250114,Wednesday,32,-2,3,20,53,Jam,Chennai
13:31:00,Afternoon,20250123,Tuesday,30,22,10,12,74,Clear,Delhi
15:11:00,Afternoon,20250124,Monday,3,33,7,23,66,Moderate,Mumbai
10:52:00,Morning,20250128,Monday,20,19,15,5,59,Moderate,Bangalore
23:16:00,Night,20250127,Thursday,5,26,20,17,68,Moderate,Kolkata
07:17:00,Morning,20250118,Friday,47,46,8,3,104,Clear,Hyderabad
01:02:00,Night,20250105,Wednesday,55,45,15,5,120,Jam,Chennai
13:02:00,Afternoon,20250129,Thursday,78,45,0,4,127,Heavy,Delhi
10:34:00,Morning,20250122,Thursday,18,12,20,2,52,Clear,Mumbai
19:09:00,Evening,20250104,Friday,19,21,8,9,57,Moderate,Bangalore
11:22:00,Morning,20250108,Friday,97,31,6,5,139,Moderate,Kolkata
08:12:00,Morning,20250124,Tuesday,91,24,3,30,148,Heavy,Hyderabad
23:51:00,Night,20250121,Wednesday,80,50,16,6,152,Clear,Chennai
10:52:00,Morning,20250106,Wednesday,74,49,15,29,167,Moderate,Delhi
06:07:00,Morning,20250117,Wednesday,97,48,6,12,163,Clear,Mumbai
05:30:00,Morning,20250120,Thursday,24,6,19,23,72,Jam,Bangalore
09:39:00,Morning,20250123,Thursday,97,40,14,28,179,Heavy,Kolkata
17:52:00,Evening,20250114,Wednesday,99,28,2,8,137,Jam,Hyderabad
04:26:00,Night,20250110,Saturday,30,27,14,2,73,Heavy,Chennai
19:29:00,Evening,20250126,Friday,55,2,0,14,71,Jam,Delhi
09:20:00,Morning,20250125,Sunday,28,32,20,21,101,Moderate,Mumbai
23:11:00,Night,20250106,Sunday,30,18,1,2,51,Jam,Bangalore
04:36:00,Night,20250119,Saturday,59,1,6,23,89,Heavy,Kolkata
13:54:00,Afternoon,20250116,Monday,,49,7,6,62,Heavy,Hyderabad
02:29:00,Night,20250131,Thursday,28,43,19,13,103,Heavy,Chennai
21:02:00,Night,20250113,Tuesday,87,27,6,14,134,Heavy,Delhi
01:07:00,Night,20250107,Wednesday,61,4,8,9,82,Jam,Mumbai
11:49:00,Morning,20250126,Thursday,56,42,5,15,118,Clear,Bangalore
16:40:00,Afternoon,20250112,Wednesday,,35,0,3,38,Clear,Kolkata
00:47:00,Night,20250101,Sunday,79,41,19,19,158,Moderate,Hyderabad
03:03:00,Night,20250106,Sunday,46,47,1,21,115,Jam,Chennai
08:24:00,Morning,20250121,Saturday,3,10,6,23,42,Heavy,Delhi
22:41:00,Night,20250122,Saturday,92,34,12,30,168,Moderate,Mumbai
07:27:00,Morning,20250120,Friday,10,48,13,18,89,Moderate,Bangalore
14:28:00,Afternoon,20250131,Monday,86,17,14,22,139,Jam,Kolkata
22:14:00,Night,20250110,Friday,18,24,11,16,69,Clear,Hyderabad
07:05:00,Morning,20250127,Saturday,23,4,9,18,54,Moderate,Chennai
20:14:00,Evening,20250104,Saturday,14,28,14,9,65,Moderate,Delhi
22:30:00,Night,20250112,Monday,76,13,16,27,132,Heavy,Mumbai
01:05:00,Night,20250118,Thursday,59,10,14,0,83,Jam,Bangalore
02:14:00,Night,20250126,Thursday,8,35,14,27,84,Jam,Kolkata
22:05:00,Night,20250109,Sunday,2,4,13,21,40,Clear,Hyderabad
10:44:00,Morning,20250106,Wednesday,21,14,9,20,64,Jam,Chennai
08:46:00,Morning,20250120,Saturday,86,31,15,30,162,Jam,Delhi
10:42:00,Morning,20250109,Saturday,64,22,15,24,125,Heavy,Mumbai
01:43:00,Night,20250116,Tuesday,87,15,16,26,144,Heavy,Bangalore
00:20:00,Night,20250107,Thursday,19,-8,12,25,48,Moderate,Kolkata
14:23:00,Afternoon,20250118,Sunday,59,39,12,2,112,Heavy,Hyderabad
07:36:00,Morning,20250127,Wednesday,80,48,5,19,152,Moderate,Chennai
12:17:00,Afternoon,20250128,Monday,65,33,14,6,118,Clear,Delhi
07:22:00,Morning,20250102,Sunday,88,14,11,2,115,Heavy,Mumbai
10:42:00,Morning,20250106,Friday,20,22,14,16,72,Heavy,Bangalore
20:39:00,Evening,20250131,Monday,56,5,20,8,89,Jam,Kolkata
14:42:00,Afternoon,20250108,Friday,65,33,0,15,113,Clear,Hyderabad
06:13:00,Morning,20250127,Thursday,78,5,11,18,112,Heavy,Chennai
04:54:00,Night,20250104,Tuesday,28,28,14,15,85,Clear,Delhi
07:08:00,Morning,20250110,Wednesday,44,7,16,14,81,Jam,Mumbai
17:35:00,Evening,20250104,Tuesday,88,18,13,9,128,Heavy,Bangalore
20:31:00,Evening,20250125,Monday,100,38,18,8,164,Clear,Kolkata
08:47:00,Morning,20250120,Thursday,93,37,11,1,142,Moderate,Hyderabad
19:57:00,Evening,20250131,Sunday,96,-2,9,12,115,Clear,Chennai
17:56:00,Evening,20250111,Wednesday,,25,4,25,54,Clear,Delhi
01:49:00,Night,20250113,Saturday,7,14,20,17,58,Heavy,Mumbai
23:54:00,Night,20250113,Sunday,16,26,8,3,53,Heavy,Bangalore
23:49:00,Night,20250108,Saturday,24,22,18,13,77,Heavy,Kolkata
11:07:00,Morning,20250106,Saturday,28,39,18,25,110,Heavy,Hyderabad
00:10:00,Night,20250130,Saturday,61,9,3,23,96,Clear,Chennai
02:15:00,Night,20250109,Monday,78,23,19,2,122,Clear,Delhi
12:46:00,Afternoon,20250108,Friday,74,30,16,23,143,Jam,Mumbai
08:45:00,Morning,20250125,Wednesday,22,29,6,30,87,Jam,Bangalore
19:04:00,Evening,20250109,Thursday,97,37,14,14,162,Jam,Kolkata
22:10:00,Night,20250119,Saturday,71,35,11,10,127,Clear,Hyderabad
22:04:00,Night,20250113,Wednesday,99,24,4,22,149,Heavy,Chennai
13:47:00,Afternoon,20250107,Thursday,40,0,16,23,79,Heavy,Delhi
17:31:00,Evening,20250118,Tuesday,70,23,3,5,101,Jam,Mumbai
03:58:00,Night,20250120,Saturday,30,10,11,4,55,Heavy,Bangalore
21:28:00,Night,20250112,Friday,14,41,2,21,78,Jam,Kolkata
18:46:00,Evening,20250107,Monday,29,5,3,18,55,Moderate,Hyderabad
16:17:00,Afternoon,20250119,Monday,55,18,3,23,99,Clear,Chennai
00:01:00,Night,20250126,Tuesday,43,31,8,22,104,Jam,Delhi
07:26:00,Morning,20250118,Saturday,19,47,15,29,110,Jam,Mumbai
