Time,Date,Day of the week,CarCount,BikeCount,BusCount,TruckCount,Total,Traffic Situation
20:59:00,20250123,Saturday,60.0,-4,13,8,77,Moderate
01:21:00,20250101,Saturday,56.0,48,8,4,116,Moderate
13:06:00,20250121,Tuesday,28.0,10,1,30,69,Moderate
20:54:00,20250113,Wednesday,6.0,31,14,25,76,Clear
13:49:00,20250106,Saturday,83.0,26,4,18,131,Jam
01:09:00,20250105,Sunday,41.0,36,3,12,92,Jam
02:59:00,20250116,Tuesday,51.0,28,10,26,115,Jam
23:00:00,20250101,Sunday,16.0,43,15,0,74,Clear
20:36:00,20250117,Monday,100.0,33,14,0,147,Jam
15:50:00,20250126,Sunday,56.0,31,7,3,97,Clear
01:48:00,20250103,Wednesday,23.0,9,0,25,57,Clear
18:23:00,20250107,Monday,9.0,5,18,24,56,Clear
21:44:00,20250114,Saturday,61.0,44,19,19,143,Heavy
15:57:00,20250123,Friday,54.0,27,10,27,118,Heavy
04:21:00,20250122,Sunday,87.0,36,4,7,134,Heavy
19:23:00,20250125,Sunday,28.0,35,19,2,84,Heavy
02:48:00,20250103,Wednesday,8.0,41,1,2,52,Moderate
23:35:00,20250102,Friday,43.0,32,8,21,104,Moderate
03:41:00,20250122,Wednesday,96.0,43,13,12,164,Moderate
16:56:00,20250114,Thursday,92.0,19,14,10,135,Clear
14:34:00,20250111,Friday,3.0,47,2,23,75,Clear
03:20:00,20250128,Tuesday,50.0,2,6,8,66,Heavy
21:06:00,20250123,Thursday,50.0,7,14,25,96,Clear
16:22:00,20250126,Monday,17.0,36,6,3,62,Moderate
06:54:00,20250104,Wednesday,3.0,10,2,25,40,Moderate
09:00:00,20250111,Thursday,35.0,21,17,24,97,Jam
16:18:00,20250118,Sunday,14.0,3,8,24,49,Clear
02:07:00,20250115,Saturday,46.0,48,10,23,127,Moderate
08:19:00,20250126,Sunday,65.0,14,8,25,112,Clear
09:25:00,20250128,Sunday,45.0,48,12,14,119,Jam
09:41:00,20250123,Wednesday,27.0,43,3,12,85,Heavy
10:35:00,20250105,Tuesday,55.0,19,16,25,115,Moderate
12:48:00,20250122,Saturday,22.0,24,19,19,84,Moderate
15:51:00,20250101,Wednesday,65.0,36,4,3,108,Heavy
16:27:00,20250120,Saturday,45.0,39,17,9,110,Jam
13:00:00,20250101,Tuesday,79.0,2,10,20,111,Moderate
07:38:00,20250102,Sunday,,6,19,10,35,Clear
09:29:00,20250109,Monday,12.0,18,8,9,47,Moderate
14:01:00,20250113,Thursday,,13,8,12,33,Clear
06:46:00,20250106,Monday,96.0,44,3,29,172,Clear
01:54:00,20250117,Sunday,23.0,-1,15,10,47,Clear
09:48:00,20250103,Thursday,80.0,43,12,1,136,Moderate
19:53:00,20250117,Tuesday,21.0,1,5,6,33,Heavy
09:27:00,20250131,Sunday,16.0,28,7,15,66,Moderate
12:28:00,20250131,Monday,87.0,38,7,14,146,Heavy
10:15:00,20250126,Saturday,93.0,26,18,19,156,Jam
23:53:00,20250112,Sunday,1.0,14,19,4,38,Heavy
23:03:00,20250116,Monday,10.0,11,19,13,53,Moderate
22:55:00,20250130,Monday,94.0,41,6,6,147,Heavy
13:54:00,20250107,Thursday,12.0,0,2,10,24,Jam
11:50:00,20250105,Thursday,5.0,49,13,16,83,Heavy
10:00:00,20250113,Wednesday,12.0,4,20,14,50,Jam
13:12:00,20250114,Thursday,15.0,7,18,22,62,Heavy
14:55:00,20250131,Thursday,4.0,33,8,24,69,Clear
13:42:00,20250130,Monday,83.0,-8,20,20,115,Clear
13:07:00,20250111,Thursday,75.0,26,18,27,146,Clear
22:04:00,20250105,Saturday,80.0,17,10,20,127,Moderate
09:13:00,20250109,Thursday,83.0,33,12,29,157,Jam
09:27:00,20250114,Friday,22.0,-3,5,16,40,Clear
13:09:00,20250102,Saturday,58.0,30,0,21,109,Heavy
12:01:00,20250123,Wednesday,47.0,15,19,0,81,Heavy
07:27:00,20250130,Sunday,69.0,45,18,6,138,Heavy
20:21:00,20250101,Monday,55.0,49,11,21,136,Moderate
21:03:00,20250114,Tuesday,65.0,21,13,18,117,Moderate
16:58:00,20250124,Sunday,,47,1,25,73,Clear
14:56:00,20250106,Wednesday,37.0,27,19,12,95,Moderate
06:40:00,20250118,Sunday,31.0,25,7,20,83,Heavy
20:01:00,20250130,Sunday,88.0,33,7,30,158,Jam
20:24:00,20250104,Wednesday,18.0,36,13,5,72,Jam
07:16:00,20250120,Friday,58.0,45,3,2,108,Moderate
20:31:00,20250116,Wednesday,16.0,2,15,22,55,Jam
16:56:00,20250116,Monday,100.0,-3,20,10,127,Clear
11:36:00,20250114,Monday,56.0,21,15,29,121,Moderate
03:17:00,20250110,Tuesday,7.0,37,12,21,77,Moderate
03:45:00,20250105,Thursday,90.0,6,20,14,130,Heavy
11:54:00,20250131,Wednesday,5.0,8,19,9,41,Clear
06:03:00,20250127,Wednesday,88.0,-6,19,9,110,Jam
14:25:00,20250120,Saturday,85.0,5,8,30,128,Clear
00:59:00,20250130,Friday,81.0,5,19,19,124,Moderate
15:31:00,20250109,Saturday,74.0,3,19,5,101,Heavy
05:41:00,20250101,Tuesday,61.0,35,17,2,115,Moderate
09:35:00,20250122,Sunday,61.0,36,9,22,128,Heavy
13:44:00,20250103,Wednesday,46.0,1,15,4,66,Moderate
05:12:00,20250118,Thursday,86.0,29,1,13,129,Moderate
23:13:00,20250110,Monday,94.0,15,4,13,126,Jam
05:16:00,20250107,Thursday,6.0,40,20,30,96,Clear
07:09:00,20250104,Monday,84.0,2,20,24,130,Moderate
15:06:00,20250110,Sunday,89.0,14,8,12,123,Jam
15:14:00,20250104,Friday,41.0,18,19,27,105,Moderate
20:15:00,20250114,Monday,29.0,21,0,30,80,Jam
02:15:00,20250106,Saturday,84.0,41,3,14,142,Jam
09:39:00,20250104,Friday,72.0,32,10,20,134,Clear
19:02:00,20250123,Friday,,12,0,15,27,Moderate
10:40:00,20250104,Wednesday,96.0,19,4,16,135,Jam
09:58:00,20250124,Friday,8.0,26,9,3,46,Heavy
20:10:00,20250131,Wednesday,21.0,22,5,24,72,Heavy
11:53:00,20250107,Monday,58.0,45,2,29,134,Clear
14:52:00,20250106,Monday,39.0,26,3,11,79,Jam
09:10:00,20250109,Friday,21.0,16,18,28,83,Moderate
16:19:00,20250117,Saturday,70.0,5,0,14,89,Jam
22:48:00,20250131,Saturday,31.0,14,4,12,61,Clear
00:30:00,20250107,Thursday,49.0,0,2,11,62,Heavy
16:46:00,20250118,Friday,71.0,39,8,7,125,Jam
04:39:00,20250109,Thursday,91.0,0,4,25,120,Moderate
09:13:00,20250110,Monday,73.0,22,20,5,120,Jam
06:08:00,20250127,Saturday,53.0,34,16,27,130,Heavy
03:54:00,20250111,Friday,80.0,9,9,25,123,Heavy
14:31:00,20250131,Sunday,58.0,24,12,9,103,Heavy
00:30:00,20250125,Monday,91.0,19,10,30,150,Clear
07:15:00,20250130,Tuesday,84.0,31,14,27,156,Clear
08:47:00,20250114,Thursday,44.0,27,10,0,81,Clear
13:33:00,20250106,Tuesday,89.0,7,1,29,126,Heavy
16:34:00,20250131,Tuesday,,43,12,5,60,Clear
19:41:00,20250106,Thursday,79.0,18,13,2,112,Clear
04:14:00,20250122,Friday,49.0,35,15,8,107,Clear
08:08:00,20250125,Sunday,56.0,10,1,26,93,Clear
19:55:00,20250120,Saturday,48.0,3,14,22,87,Clear
20:54:00,20250113,Monday,25.0,5,1,7,38,Heavy
08:15:00,20250118,Wednesday,1.0,23,10,15,49,Moderate
17:37:00,20250127,Saturday,81.0,22,11,15,129,Jam
14:42:00,20250130,Wednesday,31.0,21,9,24,85,Heavy
00:36:00,20250117,Saturday,90.0,22,4,12,128,Clear
01:06:00,20250105,Thursday,44.0,29,1,1,75,Heavy
04:56:00,20250122,Sunday,38.0,28,16,7,89,Moderate
18:25:00,20250101,Monday,18.0,34,8,2,62,Clear
01:01:00,20250113,Sunday,75.0,35,6,28,144,Clear
03:21:00,20250105,Wednesday,20.0,3,15,20,58,Heavy
00:41:00,20250110,Thursday,,3,19,30,52,Jam
03:48:00,20250102,Wednesday,44.0,13,7,0,64,Moderate
14:36:00,20250113,Thursday,31.0,23,8,15,77,Moderate
06:59:00,20250121,Saturday,12.0,38,13,10,73,Heavy
15:49:00,20250106,Thursday,39.0,18,8,14,79,Clear
00:38:00,20250106,Monday,74.0,29,1,2,106,Clear
08:05:00,20250109,Saturday,32.0,37,18,28,115,Jam
00:27:00,20250125,Monday,14.0,3,14,17,48,Jam
05:41:00,20250107,Wednesday,92.0,6,10,21,129,Jam
12:33:00,20250113,Tuesday,83.0,35,20,17,155,Heavy
13:25:00,20250117,Sunday,73.0,45,4,28,150,Clear
10:38:00,20250124,Friday,90.0,47,20,21,178,Jam
09:58:00,20250116,Sunday,65.0,16,3,21,105,Jam
00:31:00,20250114,Wednesday,54.0,34,9,19,116,Clear
10:28:00,20250129,Friday,74.0,29,18,13,134,Clear
20:23:00,20250114,Sunday,6.0,22,9,2,39,Jam
02:18:00,20250101,Friday,89.0,27,18,5,139,Moderate
17:44:00,20250127,Thursday,95.0,20,7,9,131,Jam
07:01:00,20250102,Friday,62.0,33,2,20,117,Moderate
15:10:00,20250131,Tuesday,67.0,48,2,1,118,Heavy
16:04:00,20250125,Friday,86.0,47,8,13,154,Clear
19:31:00,20250106,Saturday,58.0,16,0,24,98,Heavy
01:17:00,20250116,Wednesday,64.0,1,15,16,96,Moderate
04:53:00,20250117,Wednesday,15.0,6,8,19,48,Clear
15:21:00,20250118,Sunday,,47,1,21,69,Jam
22:38:00,20250115,Tuesday,61.0,28,20,25,134,Jam
06:59:00,20250102,Friday,76.0,49,13,29,167,Jam
12:38:00,20250131,Sunday,78.0,20,7,11,116,Heavy
06:20:00,20250129,Friday,93.0,37,4,23,157,Moderate
19:50:00,20250101,Saturday,42.0,35,7,4,88,Heavy
21:20:00,20250121,Monday,61.0,16,19,29,125,Jam
05:46:00,20250123,Sunday,37.0,38,15,20,110,Heavy
02:15:00,20250101,Sunday,56.0,25,11,19,111,Moderate
06:27:00,20250129,Saturday,63.0,1,7,6,77,Jam
16:39:00,20250116,Thursday,5.0,24,9,5,43,Moderate
01:14:00,20250106,Thursday,91.0,44,20,13,168,Jam
04:07:00,20250126,Thursday,52.0,9,2,0,63,Jam
20:19:00,20250118,Friday,,11,3,30,44,Jam
01:02:00,20250105,Tuesday,8.0,46,0,28,82,Moderate
10:20:00,20250103,Sunday,48.0,26,0,29,103,Heavy
14:53:00,20250127,Tuesday,1.0,34,13,4,52,Jam
17:12:00,20250123,Wednesday,95.0,47,15,27,184,Clear
11:07:00,20250117,Monday,65.0,17,1,9,92,Jam
13:38:00,20250101,Thursday,32.0,1,19,5,57,Jam
14:57:00,20250111,Tuesday,60.0,12,11,17,100,Clear
06:38:00,20250104,Sunday,36.0,41,10,23,110,Jam
19:16:00,20250122,Friday,56.0,-1,8,0,63,Heavy
16:53:00,20250106,Saturday,38.0,28,18,3,87,Heavy
07:28:00,20250128,Sunday,2.0,16,17,15,50,Jam
20:18:00,20250107,Thursday,90.0,34,0,13,137,Jam
15:58:00,20250106,Friday,17.0,44,13,9,83,Heavy
01:32:00,20250127,Friday,,12,15,2,29,Heavy
22:25:00,20250106,Monday,35.0,21,7,18,81,Clear
16:18:00,20250112,Friday,12.0,31,13,12,68,Moderate
18:39:00,20250114,Wednesday,32.0,-2,3,20,53,Jam
13:31:00,20250123,Tuesday,30.0,22,10,12,74,Clear
15:11:00,20250124,Monday,3.0,33,7,23,66,Moderate
10:52:00,20250128,Monday,20.0,19,15,5,59,Moderate
23:16:00,20250127,Thursday,5.0,26,20,17,68,Moderate
07:17:00,20250118,Friday,47.0,46,8,3,104,Clear
01:02:00,20250105,Wednesday,55.0,45,15,5,120,Jam
13:02:00,20250129,Thursday,78.0,45,0,4,127,Heavy
10:34:00,20250122,Thursday,18.0,12,20,2,52,Clear
19:09:00,20250104,Friday,19.0,21,8,9,57,Moderate
11:22:00,20250108,Friday,97.0,31,6,5,139,Moderate
08:12:00,20250124,Tuesday,91.0,24,3,30,148,Heavy
23:51:00,20250121,Wednesday,80.0,50,16,6,152,Clear
10:52:00,20250106,Wednesday,74.0,49,15,29,167,Moderate
06:07:00,20250117,Wednesday,97.0,48,6,12,163,Clear
05:30:00,20250120,Thursday,24.0,6,19,23,72,Jam
09:39:00,20250123,Thursday,97.0,40,14,28,179,Heavy
17:52:00,20250114,Wednesday,99.0,28,2,8,137,Jam
04:26:00,20250110,Saturday,30.0,27,14,2,73,Heavy
19:29:00,20250126,Friday,55.0,2,0,14,71,Jam
09:20:00,20250125,Sunday,28.0,32,20,21,101,Moderate
23:11:00,20250106,Sunday,30.0,18,1,2,51,Jam
04:36:00,20250119,Saturday,59.0,1,6,23,89,Heavy
13:54:00,20250116,Monday,,49,7,6,62,Heavy
02:29:00,20250131,Thursday,28.0,43,19,13,103,Heavy
21:02:00,20250113,Tuesday,87.0,27,6,14,134,Heavy
01:07:00,20250107,Wednesday,61.0,4,8,9,82,Jam
11:49:00,20250126,Thursday,56.0,42,5,15,118,Clear
16:40:00,20250112,Wednesday,,35,0,3,38,Clear
00:47:00,20250101,Sunday,79.0,41,19,19,158,Moderate
03:03:00,20250106,Sunday,46.0,47,1,21,115,Jam
08:24:00,20250121,Saturday,3.0,10,6,23,42,Heavy
22:41:00,20250122,Saturday,92.0,34,12,30,168,Moderate
07:27:00,20250120,Friday,10.0,48,13,18,89,Moderate
14:28:00,20250131,Monday,86.0,17,14,22,139,Jam
22:14:00,20250110,Friday,18.0,24,11,16,69,Clear
07:05:00,20250127,Saturday,23.0,4,9,18,54,Moderate
20:14:00,20250104,Saturday,14.0,28,14,9,65,Moderate
22:30:00,20250112,Monday,76.0,13,16,27,132,Heavy
01:05:00,20250118,Thursday,59.0,10,14,0,83,Jam
02:14:00,20250126,Thursday,8.0,35,14,27,84,Jam
22:05:00,20250109,Sunday,2.0,4,13,21,40,Clear
10:44:00,20250106,Wednesday,21.0,14,9,20,64,Jam
08:46:00,20250120,Saturday,86.0,31,15,30,162,Jam
10:42:00,20250109,Saturday,64.0,22,15,24,125,Heavy
01:43:00,20250116,Tuesday,87.0,15,16,26,144,Heavy
00:20:00,20250107,Thursday,19.0,-8,12,25,48,Moderate
14:23:00,20250118,Sunday,59.0,39,12,2,112,Heavy
07:36:00,20250127,Wednesday,80.0,48,5,19,152,Moderate
12:17:00,20250128,Monday,65.0,33,14,6,118,Clear
07:22:00,20250102,Sunday,88.0,14,11,2,115,Heavy
10:42:00,20250106,Friday,20.0,22,14,16,72,Heavy
20:39:00,20250131,Monday,56.0,5,20,8,89,Jam
14:42:00,20250108,Friday,65.0,33,0,15,113,Clear
06:13:00,20250127,Thursday,78.0,5,11,18,112,Heavy
04:54:00,20250104,Tuesday,28.0,28,14,15,85,Clear
07:08:00,20250110,Wednesday,44.0,7,16,14,81,Jam
17:35:00,20250104,Tuesday,88.0,18,13,9,128,Heavy
20:31:00,20250125,Monday,100.0,38,18,8,164,Clear
08:47:00,20250120,Thursday,93.0,37,11,1,142,Moderate
19:57:00,20250131,Sunday,96.0,-2,9,12,115,Clear
17:56:00,20250111,Wednesday,,25,4,25,54,Clear
01:49:00,20250113,Saturday,7.0,14,20,17,58,Heavy
23:54:00,20250113,Sunday,16.0,26,8,3,53,Heavy
23:49:00,20250108,Saturday,24.0,22,18,13,77,Heavy
11:07:00,20250106,Saturday,28.0,39,18,25,110,Heavy
00:10:00,20250130,Saturday,61.0,9,3,23,96,Clear
02:15:00,20250109,Monday,78.0,23,19,2,122,Clear
12:46:00,20250108,Friday,74.0,30,16,23,143,Jam
08:45:00,20250125,Wednesday,22.0,29,6,30,87,Jam
19:04:00,20250109,Thursday,97.0,37,14,14,162,Jam
22:10:00,20250119,Saturday,71.0,35,11,10,127,Clear
22:04:00,20250113,Wednesday,99.0,24,4,22,149,Heavy
13:47:00,20250107,Thursday,40.0,0,16,23,79,Heavy
17:31:00,20250118,Tuesday,70.0,23,3,5,101,Jam
03:58:00,20250120,Saturday,30.0,10,11,4,55,Heavy
21:28:00,20250112,Friday,14.0,41,2,21,78,Jam
18:46:00,20250107,Monday,29.0,5,3,18,55,Moderate
16:17:00,20250119,Monday,55.0,18,3,23,99,Clear
00:01:00,20250126,Tuesday,43.0,31,8,22,104,Jam
07:26:00,20250118,Saturday,19.0,47,15,29,110,Jam
20:50:00,20250124,Sunday,53.0,21,5,1,80,Jam
03:04:00,20250126,Friday,91.0,46,20,27,184,Jam
13:08:00,20250124,Thursday,32.0,10,6,28,76,Moderate
16:03:00,20250101,Tuesday,52.0,19,20,2,93,Jam
01:55:00,20250129,Saturday,39.0,22,5,10,76,Moderate
19:31:00,20250130,Friday,51.0,43,11,19,124,Clear
14:40:00,20250111,Thursday,21.0,43,18,6,88,Jam
13:25:00,20250117,Friday,75.0,8,3,21,107,Jam
13:00:00,20250116,Thursday,76.0,2,5,25,108,Jam
16:49:00,20250123,Wednesday,82.0,-8,20,27,121,Clear
00:40:00,20250129,Friday,47.0,41,17,24,129,Heavy
00:33:00,20250101,Tuesday,97.0,13,7,1,118,Heavy
19:55:00,20250129,Saturday,72.0,39,0,16,127,Jam
17:09:00,20250104,Sunday,47.0,5,18,6,76,Jam
06:21:00,20250112,Wednesday,29.0,2,19,13,63,Moderate
04:42:00,20250119,Wednesday,71.0,44,16,13,144,Heavy
00:05:00,20250120,Sunday,2.0,18,0,12,32,Jam
23:36:00,20250101,Sunday,69.0,20,17,0,106,Moderate
17:26:00,20250113,Monday,72.0,9,11,17,109,Clear
08:14:00,20250112,Monday,87.0,-6,14,27,122,Moderate
08:49:00,20250126,Sunday,90.0,11,7,17,125,Clear
03:38:00,20250114,Tuesday,6.0,14,16,5,41,Heavy
08:17:00,20250122,Friday,38.0,45,18,11,112,Moderate
07:03:00,20250103,Wednesday,27.0,27,11,16,81,Jam
03:33:00,20250116,Wednesday,54.0,21,18,3,96,Heavy
07:45:00,20250128,Thursday,28.0,34,17,4,83,Clear
06:07:00,20250110,Saturday,74.0,33,1,17,125,Heavy
05:04:00,20250107,Sunday,59.0,50,16,17,142,Moderate
00:20:00,20250127,Sunday,75.0,50,14,2,141,Clear
02:41:00,20250116,Saturday,,-9,0,0,-9,Jam
22:42:00,20250123,Saturday,5.0,37,20,27,89,Heavy
04:54:00,20250103,Thursday,88.0,31,13,11,143,Jam
17:40:00,20250121,Friday,90.0,21,7,4,122,Clear
16:11:00,20250129,Thursday,25.0,28,14,25,92,Heavy
11:31:00,20250104,Thursday,20.0,29,14,2,65,Moderate
18:32:00,20250120,Sunday,12.0,7,14,3,36,Jam
17:14:00,20250119,Tuesday,20.0,1,11,8,40,Clear
01:09:00,20250112,Tuesday,,47,13,16,76,Jam
08:18:00,20250103,Sunday,55.0,26,11,23,115,Jam
10:52:00,20250125,Tuesday,65.0,0,12,27,104,Heavy
23:09:00,20250110,Monday,97.0,38,15,24,174,Heavy
22:08:00,20250110,Tuesday,58.0,-7,0,27,78,Heavy
09:29:00,20250121,Friday,95.0,48,1,22,166,Clear
20:41:00,20250118,Friday,46.0,10,11,19,86,Clear
09:03:00,20250122,Saturday,67.0,3,14,3,87,Jam
23:35:00,20250117,Thursday,51.0,6,9,13,79,Jam
13:12:00,20250114,Wednesday,46.0,17,19,28,110,Heavy
19:28:00,20250102,Tuesday,0.0,34,10,26,70,Heavy
20:35:00,20250118,Tuesday,39.0,17,7,2,65,Clear
12:28:00,20250124,Monday,89.0,21,0,26,136,Moderate
01:44:00,20250125,Sunday,89.0,7,18,12,126,Moderate
19:25:00,20250124,Monday,9.0,24,2,0,35,Clear
14:37:00,20250118,Tuesday,55.0,35,11,16,117,Moderate
10:17:00,20250129,Saturday,37.0,23,13,24,97,Clear
00:07:00,20250121,Tuesday,36.0,19,1,3,59,Clear
04:11:00,20250108,Thursday,6.0,27,0,8,41,Jam
04:27:00,20250127,Saturday,,38,14,0,52,Jam
23:18:00,20250127,Monday,92.0,47,7,8,154,Jam
13:12:00,20250104,Friday,69.0,20,14,18,121,Jam
19:26:00,20250107,Sunday,97.0,43,16,10,166,Clear
13:29:00,20250121,Tuesday,4.0,49,15,18,86,Clear
00:57:00,20250107,Thursday,9.0,38,8,19,74,Heavy
07:46:00,20250123,Friday,4.0,9,10,17,40,Moderate
16:45:00,20250111,Thursday,21.0,3,8,7,39,Heavy
12:51:00,20250109,Sunday,88.0,3,17,6,114,Moderate
17:17:00,20250114,Tuesday,72.0,2,9,5,88,Clear
07:52:00,20250127,Tuesday,58.0,4,16,2,80,Jam
18:47:00,20250125,Friday,67.0,9,5,5,86,Heavy
19:53:00,20250112,Friday,40.0,11,5,11,67,Jam
04:28:00,20250102,Wednesday,97.0,21,16,4,138,Moderate
18:12:00,20250108,Thursday,22.0,30,16,23,91,Heavy
08:31:00,20250105,Saturday,74.0,13,19,13,119,Jam
21:26:00,20250103,Tuesday,,4,14,20,38,Moderate
12:37:00,20250114,Tuesday,66.0,-8,15,2,75,Clear
16:40:00,20250121,Saturday,74.0,36,2,17,129,Heavy
05:55:00,20250122,Tuesday,57.0,8,18,6,89,Heavy
13:03:00,20250124,Saturday,39.0,15,17,1,72,Heavy
21:12:00,20250124,Sunday,30.0,17,15,17,79,Heavy
21:12:00,20250116,Wednesday,10.0,17,14,22,63,Jam
09:36:00,20250129,Wednesday,90.0,3,8,17,118,Moderate
10:52:00,20250116,Wednesday,6.0,8,20,6,40,Moderate
02:17:00,20250104,Saturday,73.0,23,5,6,107,Clear
03:13:00,20250119,Friday,97.0,13,18,28,156,Clear
17:29:00,20250107,Friday,42.0,19,20,11,92,Jam
16:36:00,20250111,Wednesday,41.0,26,2,21,90,Clear
09:50:00,20250111,Thursday,43.0,32,13,29,117,Jam
10:05:00,20250112,Friday,94.0,12,2,6,114,Clear
09:54:00,20250106,Thursday,12.0,3,15,13,43,Jam
01:03:00,20250126,Saturday,95.0,12,9,13,129,Jam
01:35:00,20250116,Thursday,54.0,9,6,3,72,Jam
19:58:00,20250110,Tuesday,69.0,9,15,7,100,Heavy
11:06:00,20250101,Tuesday,22.0,34,2,11,69,Moderate
01:50:00,20250121,Thursday,32.0,-4,16,26,70,Clear
20:18:00,20250118,Sunday,39.0,27,11,0,77,Clear
05:04:00,20250126,Sunday,80.0,7,12,10,109,Jam
21:15:00,20250117,Friday,69.0,0,14,11,94,Heavy
03:59:00,20250120,Thursday,80.0,6,1,22,109,Jam
20:11:00,20250114,Wednesday,45.0,49,6,12,112,Clear
16:50:00,20250116,Monday,0.0,33,14,1,48,Moderate
23:49:00,20250103,Tuesday,85.0,12,11,2,110,Heavy
03:55:00,20250123,Tuesday,20.0,19,15,2,56,Heavy
18:31:00,20250121,Sunday,9.0,30,1,28,68,Heavy
21:57:00,20250112,Thursday,44.0,40,13,4,101,Clear
18:15:00,20250122,Friday,64.0,29,5,7,105,Moderate
16:25:00,20250126,Sunday,38.0,30,3,20,91,Heavy
11:00:00,20250119,Saturday,40.0,31,16,15,102,Jam
05:31:00,20250120,Monday,67.0,-7,5,5,70,Jam
20:23:00,20250113,Tuesday,89.0,22,3,26,140,Clear
15:46:00,20250119,Tuesday,41.0,13,11,28,93,Moderate
05:39:00,20250125,Wednesday,24.0,16,19,9,68,Moderate
13:32:00,20250112,Friday,29.0,37,9,28,103,Clear
18:46:00,20250131,Monday,,45,11,9,65,Clear
00:53:00,20250110,Saturday,88.0,49,15,1,153,Heavy
02:51:00,20250103,Thursday,26.0,41,10,22,99,Jam
07:46:00,20250131,Wednesday,93.0,24,18,26,161,Heavy
05:43:00,20250118,Monday,82.0,4,1,19,106,Jam
19:26:00,20250123,Friday,87.0,18,8,18,131,Jam
03:19:00,20250126,Saturday,36.0,-8,14,29,71,Jam
09:25:00,20250121,Sunday,50.0,27,4,14,95,Jam
08:24:00,20250118,Sunday,48.0,17,12,14,91,Heavy
10:15:00,20250111,Thursday,35.0,21,3,21,80,Jam
05:13:00,20250110,Wednesday,19.0,23,19,26,87,Clear
06:54:00,20250122,Monday,47.0,30,2,28,107,Jam
09:58:00,20250101,Tuesday,28.0,41,18,13,100,Clear
16:44:00,20250124,Friday,37.0,39,7,27,110,Jam
03:24:00,20250125,Tuesday,24.0,32,0,4,60,Heavy
21:02:00,20250131,Thursday,81.0,43,19,27,170,Clear
22:53:00,20250110,Wednesday,7.0,8,10,9,34,Jam
19:30:00,20250126,Sunday,7.0,18,7,0,32,Moderate
08:16:00,20250113,Thursday,67.0,16,0,13,96,Clear
03:24:00,20250106,Saturday,76.0,15,19,6,116,Clear
08:23:00,20250126,Wednesday,81.0,47,20,8,156,Jam
23:17:00,20250130,Tuesday,39.0,40,12,5,96,Heavy
21:13:00,20250115,Tuesday,24.0,-5,15,4,38,Clear
07:47:00,20250125,Sunday,10.0,9,8,11,38,Clear
03:30:00,20250109,Wednesday,78.0,31,19,20,148,Heavy
02:06:00,20250116,Saturday,43.0,-7,8,26,70,Moderate
07:58:00,20250106,Wednesday,62.0,-10,0,1,53,Jam
14:47:00,20250103,Saturday,77.0,8,4,17,106,Heavy
00:43:00,20250109,Friday,14.0,7,0,17,38,Clear
23:13:00,20250120,Monday,43.0,-6,0,8,45,Moderate
00:54:00,20250129,Friday,35.0,44,19,9,107,Moderate
07:33:00,20250104,Monday,75.0,2,12,29,118,Jam
12:31:00,20250110,Thursday,42.0,12,11,19,84,Clear
04:20:00,20250106,Monday,11.0,16,8,21,56,Jam
06:06:00,20250104,Monday,65.0,1,1,7,74,Heavy
12:37:00,20250103,Monday,45.0,23,16,16,100,Clear
23:51:00,20250104,Sunday,64.0,4,3,28,99,Heavy
10:32:00,20250123,Thursday,9.0,22,6,17,54,Heavy
06:43:00,20250131,Wednesday,63.0,34,19,19,135,Jam
20:47:00,20250124,Thursday,43.0,27,2,1,73,Heavy
22:54:00,20250125,Wednesday,2.0,40,14,17,73,Clear
14:53:00,20250101,Friday,13.0,25,13,6,57,Heavy
15:58:00,20250127,Wednesday,27.0,19,18,12,76,Clear
00:11:00,20250106,Tuesday,99.0,43,6,7,155,Heavy
15:41:00,20250131,Tuesday,23.0,5,0,2,30,Jam
17:37:00,20250105,Friday,69.0,11,14,11,105,Heavy
12:34:00,20250127,Sunday,29.0,32,9,16,86,Jam
10:55:00,20250113,Sunday,41.0,37,14,25,117,Moderate
14:11:00,20250131,Sunday,91.0,25,6,26,148,Clear
02:37:00,20250113,Wednesday,64.0,4,15,25,108,Heavy
14:04:00,20250120,Thursday,24.0,40,0,17,81,Jam
08:56:00,20250115,Tuesday,58.0,28,1,29,116,Moderate
15:22:00,20250110,Saturday,90.0,0,5,8,103,Clear
04:58:00,20250109,Tuesday,26.0,37,2,21,86,Moderate
10:21:00,20250121,Friday,27.0,48,20,2,97,Moderate
21:08:00,20250130,Wednesday,12.0,2,8,13,35,Jam
23:13:00,20250127,Tuesday,57.0,21,3,0,81,Heavy
01:08:00,20250112,Tuesday,78.0,22,14,0,114,Heavy
06:27:00,20250113,Thursday,42.0,31,11,14,98,Clear
18:20:00,20250113,Monday,12.0,5,17,21,55,Clear
13:34:00,20250123,Tuesday,,6,4,30,40,Heavy
14:12:00,20250114,Friday,51.0,17,6,15,89,Moderate
12:45:00,20250108,Wednesday,68.0,16,7,8,99,Heavy
08:00:00,20250117,Saturday,54.0,-4,9,21,80,Jam
14:45:00,20250129,Wednesday,82.0,5,15,1,103,Jam
01:17:00,20250104,Wednesday,,7,15,25,47,Heavy
07:00:00,20250122,Tuesday,93.0,11,10,23,137,Heavy
13:58:00,20250104,Friday,50.0,0,5,29,84,Jam
20:37:00,20250114,Tuesday,74.0,-1,14,20,107,Heavy
03:12:00,20250121,Friday,92.0,18,5,12,127,Moderate
03:25:00,20250111,Monday,15.0,-10,4,26,35,Jam
